,id,url,image_url,price,name,properties
106,107,https://www.hemden.de/herrenhemd/olymp/modern-fit/bleu/new-kent/langarm-64cm/einfarbig/03906411,https://cdn.hemden.de/media/image/9b/a4/e4/0390-64-11_800oBFBUFq2aWrgd.jpg,69.95,"OLYMP Luxor Modern Fit Hemd bleu, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Natté', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'New Kent', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
107,108,https://www.hemden.de/eterna-1863-modern-fit-hemd-hellblau-einfarbig-langarm-8005.x687.10,https://cdn.hemden.de/media/image/cb/f5/e5/8005-X687-10_800UwGdg7ZI2loMu.jpg,79.95,"ETERNA 1863 Modern Fit Hemd hellblau, Einfarbig","{'Marke': 'ETERNA', 'Stoff': 'Feintwill SLC (Super Light Cotton)', 'Schnitt': 'Leicht tailliert', 'Nachhaltigkeit': 'Grüner Knopf', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
108,109,https://www.hemden.de/seidensticker-modern-fit-hemd-grau-einfarbig-langarm-003000.67,https://cdn.hemden.de/media/image/57/77/ec/003000-67_800j9XY85X2Pzn5Z.jpg,59.95,"Seidensticker Modern Fit Hemd grau, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Fil à fil', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'grau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche'}"
109,110,https://www.hemden.de/olymp-no.-six-super-slim-hemd-marine-einfarbig-langarm-0466.64.18,https://cdn.hemden.de/media/image/61/a9/0d/0466-64-18_800QGrxmGZXRVftg.jpg,59.95,"OLYMP No. Six Super Slim Hemd marine, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Stoffart: Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Stark tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Urban Kent', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'marine', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
110,111,https://www.hemden.de/marvelis-body-fit-hemd-bleu-einfarbig-langarm-7506.34.11,https://cdn.hemden.de/media/image/b1/44/25/7506-34-11_800.jpg,39.95,"Marvelis Body Fit Hemd bleu, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '100% Baumwolle', 'Kragenart': 'New York Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
111,112,https://www.hemden.de/venti-galahemd-modern-fit-champagner-einfarbig-langarm-001840.002,https://cdn.hemden.de/media/image/81/23/12/001840-002_800YftLNu3JUGQgR.jpg,49.95,"Venti Galahemd Modern Fit - champagner, Einfarbig","{'Marke': 'Venti', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'champagner', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
112,113,https://www.hemden.de/seidensticker-modern-fit-hemd-hellblau-einfarbig-langarm-003000.48,https://cdn.hemden.de/media/image/d4/1e/59/003000-48_8005b31169c16746.jpg,59.95,"Seidensticker Modern Fit Hemd hellblau, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Fil à fil', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Waschbar bis': '60 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche'}"
113,114,https://www.hemden.de/olymp-luxor-comfort-fit-hemd-bleu-kariert-langarm-0282.64.11,https://cdn.hemden.de/media/image/25/18/8f/0282-64-11_800sSqNkiCtbm8Ri.jpg,59.95,"Olymp Luxor Comfort Fit Hemd bleu, Kariert","{'Marke': 'OLYMP', 'Schnitt': 'Gerader Schnitt', 'Stoff': 'Uni-Popeline', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Bügelfrei und Knitterfrei', 'Waschbar bis': '30 Grad', 'Farbe': 'bleu', 'Muster': 'Kariert', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Officemanschette'}"
114,115,https://www.hemden.de/seidensticker-slim-fit-hemd-beige-einfarbig-langarm-675198.21,https://cdn.hemden.de/media/image/0f/bc/34/675198-21_800V9JlBxHUKH0f2.jpg,59.95,"Seidensticker Slim Fit Hemd beige, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '67,5cm', 'Material': '100% Baumwolle', 'Kragenart': 'Business Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'beige', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Stretch'}"
115,116,https://www.hemden.de/eterna-comfort-fit-hemd-blau/weiss-gestreift-langarm-8992.e15p.16,https://cdn.hemden.de/media/image/e1/48/2f/8992-E15P-16_800HAmc76uO9sRKC.jpg,59.95,"ETERNA Comfort Fit Hemd blau/weiss, Gestreift","{'Marke': 'ETERNA', 'Stoff': 'Stoffart: Popeline', 'Nachhaltigkeit': 'Grüner Knopf', 'Schnitt': 'Gerader Schnitt', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Modern Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'blau/weiss', 'Muster': 'Gestreift', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
116,117,https://www.hemden.de/herrenhemd/seidensticker/modern-fit/blau/kent/langarm-66cm/einfarbig/00300014,https://cdn.hemden.de/media/image/03/1c/f5/003000-14_800rDuXRrRxnizJb.jpg,59.95,"Seidensticker Modern Fit Hemd blau, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Fil à fil', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'blau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche'}"
117,118,https://www.hemden.de/eterna-slim-fit-hemd-weiss-einfarbig-langarm-8817.f182.00,https://cdn.hemden.de/media/image/e7/2e/64/8817-F182-00_800Uj4KsSEK1RIxi.jpg,69.95,"Eterna Slim Fit Hemd weiß, Einfarbig","{'Marke': 'ETERNA', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Twill', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Haifisch', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Blickdicht'}"
118,119,https://www.hemden.de/herrenhemd/olymp/gala/weiss/new-kent/langarm-65cm/einfarbig/03946500,https://cdn.hemden.de/media/image/03/e4/e6/0394-65-00_800KNkOsjis5fps6.jpg,69.95,"OLYMP Luxor Modern Fit Galahemd weiss, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'New Kent', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '60 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
119,120,https://www.hemden.de/marvelis-modern-fit-hemd-bleu-strukturiert-langarm-4767.64.11,https://cdn.hemden.de/media/image/7a/38/9c/4767-64-11_800Hf9FiVdYwSQd2.jpg,49.95,"Marvelis Modern Fit Hemd bleu, Strukturiert","{'Marke': 'Marvelis', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Strukturiert', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Officemanschette', 'Besonderheiten': 'Patch in Kragen / Manschette - blau kariert'}"
120,121,https://www.hemden.de/olymp-luxor-comfort-fit-galahemd-weiss-einfarbig-langarm-0295.65.00,https://cdn.hemden.de/media/image/77/9c/2e/0295-65-00_8004tfPwkLQMR3xE.jpg,69.95,"OLYMP Luxor Comfort Fit Galahemd weiss, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Gerader Schnitt', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kläppchen', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '60 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
121,122,https://www.hemden.de/venti-modern-fit-hemd-hellblau-einfarbig-langarm-001480.115,https://cdn.hemden.de/media/image/a5/95/22/001480-115_800MicNQ3fBYs1tD.jpg,49.95,"Venti Modern Fit Hemd hellblau, Einfarbig","{'Marke': 'Venti', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
122,123,https://www.hemden.de/herrenhemd/eton/contemporary-fit/weiss/modern-business-kent/langarm-67cm/einfarbig/25677931100,https://cdn.hemden.de/media/image/55/a2/4a/2567-79311-00_8005a17699d02e01.jpg,159,"Eton Hemd - Contemporary Fit - weiss, Einfarbig","{'Marke': 'ETON', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Modern Business Kent', 'Material': '100% Baumwolle', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
123,124,https://www.hemden.de/seidensticker-slim-fit-hemd-schwarz-einfarbig-langarm-675198.39,https://cdn.hemden.de/media/image/9b/a3/8a/675198-39_800UjRT2heTWuV3V.jpg,59.95,"Seidensticker Slim Fit Hemd schwarz, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '67,5cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Business Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Stretch'}"
124,125,https://www.hemden.de/olymp-luxor-modern-fit-hemd-weiss-einfarbig-langarm-0300.64.00,https://cdn.hemden.de/media/image/45/0e/b1/0300-64-00_800RzczlhNIBbspO.jpg,59.95,"OLYMP Luxor Modern Fit Hemd weiss, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'New Kent', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '60 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Italienische Knopfleiste'}"
125,126,https://www.hemden.de/seidensticker-hemd-gala-weiss-einfarbig-langarm-001007.01,https://cdn.hemden.de/media/image/bd/88/35/001007-01_800S6KEMrpdjXCJZ.jpg,69.95,"Seidensticker Hemd - Gala - weiss, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Umschlagmanschette'}"
126,127,https://www.hemden.de/herrenhemd/seidensticker/tailored/schwarz/business-kent/langarm-67cm/einfarbig/02100084,https://cdn.hemden.de/media/image/95/ee/8a/021000-84_800738Ka77z6AXsW.jpg,59.95,"Seidensticker Hemd - Tailored - schwarz, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Business Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
127,128,https://www.hemden.de/marvelis-modern-fit-hemd-rauchblau-einfarbig-langarm-7216.34.13,https://cdn.hemden.de/media/image/93/9e/0c/7216-34-13_800.jpg,32.95,"Marvelis Modern Fit Hemd rauchblau, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Chambray', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'rauchblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Officemanschette', 'Besonderheiten': 'Patch im Kragen'}"
128,129,https://www.hemden.de/casa-moda-comfort-fit-hemd-anthrazit-einfarbig-langarm-006050.706,https://cdn.hemden.de/media/image/32/38/5a/006050-706_800NtiMA3oSU0TpY.jpg,49.95,"Casa Moda Comfort Fit Hemd anthrazit, Einfarbig","{'Marke': 'Casa Moda', 'Schnitt': 'Gerader Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'anthrazit', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
129,130,https://www.hemden.de/venti-body-fit-galahemd-beige-einfarbig-langarm-001950.002,https://cdn.hemden.de/media/image/c8/a1/a5/001950-002_800l9A3Akkd8c89J.jpg,49.95,"Venti Body Fit Galahemd beige, Einfarbig","{'Marke': 'Venti', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Waschbar bis': '40 Grad', 'Farbe': 'beige', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
130,131,https://www.hemden.de/eterna-modern-fit-hemd-hellblau-strukturiert-langarm-4671.x14p.11,https://cdn.hemden.de/media/image/68/5f/6a/4671-X14P-11_800s4Acc6KIufY6l.jpg,59.95,"ETERNA Modern Fit Hemd hellblau, Strukturiert","{'Marke': 'ETERNA', 'Stoff': 'Struktur', 'Schnitt': 'Leicht tailliert', 'Nachhaltigkeit': 'Grüner Knopf', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Material': '100% Baumwolle', 'Kragenart': 'Modern Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Strukturiert', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
131,132,https://www.hemden.de/olymp-luxor-24/seven-modern-fit-jerseyhemd-marine/weiss-hahnentritt-langarm-1214.24.18,https://cdn.hemden.de/media/image/78/4d/98/1214-24-18_800Vk3eKC1sQoMkQ.jpg,44.95,"OLYMP Luxor 24/Seven Modern Fit Jerseyhemd marine/weiss, Hahnentritt","{'Marke': 'OLYMP', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Jersey', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '92% Baumwolle / 8% Elasthan', 'Kragenart': 'New Kent', 'Waschbar bis': '40 Grad', 'Farbe': 'marine/weiss', 'Muster': 'Hahnentritt', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Officemanschette'}"
132,133,https://www.hemden.de/marvelis-body-fit-hemd-weiss-einfarbig-langarm-7506.34.00,https://cdn.hemden.de/media/image/56/f8/70/7506-34-00_800.jpg,39.95,"Marvelis Body Fit Hemd weiss, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '100% Baumwolle', 'Kragenart': 'New York Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
133,134,https://www.hemden.de/olymp-hemd-super-slim-no.-six-rot-einfarbig-langarm-0466.64.35,https://cdn.hemden.de/media/image/08/b8/2b/0466-64-35_800p2J6EAORD4pk5.jpg,59.95,"Olymp Hemd - Super Slim No. Six - rot, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Office Stretch', 'Schnitt': 'Stark tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '97% Baumwolle / 3% Elastolefin (XLA)', 'Kragenart': 'Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'rot', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette'}"
134,135,https://www.hemden.de/olymp-luxor-comfort-fit-hemd-beige-einfarbig-langarm-0254.64.21,https://cdn.hemden.de/media/image/a7/ce/a6/0254-64-21_8000ORv6dcEAcS1J.jpg,59.95,"OLYMP Luxor Comfort Fit Hemd beige, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Schnitt': 'Gerader Schnitt', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'beige', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
135,136,https://www.hemden.de/marvelis-body-fit-hemd-marine/weiss-gestreift-langarm-7510.24.18,https://cdn.hemden.de/media/image/ba/d9/d0/7510-24-18_800wA3zvvKaSh3Bk.jpg,39.95,"Marvelis Body Fit Hemd marine/weiss, Gestreift","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Oxford', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'New York Kent', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'marine/weiss', 'Muster': 'Gestreift', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette'}"
136,137,https://www.hemden.de/olymp-luxor-modern-fit-galahemd-beige-einfarbig-langarm-0394.65.21,https://cdn.hemden.de/media/image/23/e0/85/0394-65-21_800lpPvoKmzrSUA1.jpg,69.95,"OLYMP Luxor Modern Fit Galahemd beige, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'New Kent', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'beige', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
137,138,https://www.hemden.de/marvelis-body-fit-hemd-blau-gepunktet-langarm-7508.24.18,https://cdn.hemden.de/media/image/9b/59/be/7508-24-18_800Ywzbkpt7ljKqy.jpg,47.96,"Marvelis Body Fit Hemd blau, Gepunktet","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Fischgrat', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '100% Baumwolle', 'Kragenart': 'New York Kent', 'Waschbar bis': '40 Grad', 'Farbe': 'blau', 'Muster': 'Gepunktet', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Patch im Kragen'}"
138,139,https://www.hemden.de/olymp-level-five-24/seven-body-fit-jerseyhemd-schwarz-kariert-langarm-2030.24.68,https://cdn.hemden.de/media/image/3e/e9/16/2030-24-68_800dNYXZWzNkHW7S.jpg,59.95,"OLYMP Level Five 24/Seven Body Fit Jerseyhemd schwarz, Kariert","{'Marke': 'OLYMP', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Jersey', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '92% Baumwolle / 8% Elasthan', 'Kragenart': 'Kent', 'Waschbar bis': '30 Grad', 'Farbe': 'schwarz', 'Muster': 'Kariert', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette'}"
139,140,https://www.hemden.de/marvelis-body-fit-hemd-bleu-faux-uni-langarm-7508.34.11,https://cdn.hemden.de/media/image/de/b9/74/7508-34-11_800.jpg,45.95,"Marvelis Body Fit Hemd bleu, Faux-uni","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New York Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Faux-uni', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette'}"
140,141,https://www.hemden.de/herrenhemd/olymp/gala/weiss/klaeppchen/langarm-65cm/einfarbig/03956500,https://cdn.hemden.de/media/image/c0/eb/df/0395-65-00_8007R3a2Lu1JqBZ3.jpg,69.95,"OLYMP Luxor Modern Fit Galahemd weiss, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kläppchen', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '60 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
141,142,https://www.hemden.de/casa-moda-hemd-comfort-fit-beige-einfarbig-langarm-006050.62,https://cdn.hemden.de/media/image/a4/89/0e/006050-62_800iVMkKfMT7g7uM.jpg,49.95,"Casa Moda Hemd - Comfort Fit - beige, Einfarbig","{'Marke': 'Casa Moda', 'Stoff': 'Uni-Popeline', 'Schnitt': 'Gerader Schnitt', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '60 Grad', 'Farbe': 'beige', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
142,143,https://www.hemden.de/herrenhemd/olymp/super-slim-no.-six/weiss/royal-kent/langarm-64cm/einfarbig/04356400,https://cdn.hemden.de/media/image/5b/ea/76/0435-64-00_800GTImm7UdBW2V4.jpg,69.95,"OLYMP No. Six Super Slim Hemd weiss, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Twill', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Stark tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Royal Kent', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
